Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Event Name,Country,ISO,Region,Location,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured
2013-0258-PHL,2013,Natural,Meteorological,Storm,Typhoon Rumbia,Philippines (the),PHL,South-Eastern Asia,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",2013,6,30,2013,6,30,7,4
2013-0272-PHL,2013,Natural,Meteorological,Storm,Tropical storm Utor (Labuyo),Philippines (the),PHL,South-Eastern Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",2013,8,12,2013,8,15,18,7
2013-0378-PHL,2013,Natural,Meteorological,Storm,Tropical depression Crising (Shanshan),Philippines (the),PHL,South-Eastern Asia,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",2013,2,20,2013,2,21,6,4
2013-0522-PHL,2013,Technological,Technological,Transport accident,,Philippines (the),PHL,South-Eastern Asia,Near Manille,2013,12,16,2013,12,16,22,20
2013-0318-PHL,2013,Technological,Technological,Transport accident,Ferry St Thomas Aquinas,Philippines (the),PHL,South-Eastern Asia,Near Cebu,2013,8,17,2013,8,17,137,
2013-0457-TGO,2013,Natural,Biological,Epidemic,Cholera,Togo,TGO,Western Africa,"Lome commune, Maritime region, Region Centrale",2013,8,30,2013,10,28,7,
2013-0211-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",2013,6,12,2013,6,13,4,
2011-0610-USA,2011,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Mississippi, Ohio provinces",2011,4,18,2011,5,23,9,
2011-0328-USA,2011,Natural,Meteorological,Storm,Hurricane Irene,United States of America (the),USA,Northern America,"New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",2011,8,27,2011,9,13,46,
2011-0456-USA,2011,Natural,Meteorological,Storm,Tropical Storm Lee,United States of America (the),USA,Northern America,"Louisiana, Mississippi, Alabama, Texas, New York, Pennsylvania, District of Columbia, Georgia, Maryland, Tennessee, Virginia provinces",2011,9,4,2011,9,9,15,
2011-0444-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"New York, New Jersey, Connecticut, Massachusetts provinces",2011,10,29,2011,10,31,29,
2011-0527-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, New Mexico provinces",2011,12,20,2011,12,20,6,
2011-0607-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",2011,1,7,2011,1,12,11,
2011-0608-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Tennessee provinces",2011,1,17,2011,1,24,10,
2011-0425-USA,2011,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Charlotte town (Mecklenburg district, North Carolina province)",2011,8,6,2011,8,9,2,
2011-0646-USA,2011,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Montana, North Dakota, South Dakota, Iowa, Missouri provinces",2011,5,15,2011,6,30,5,
2011-0609-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming provinces",2011,4,3,2011,4,5,9,
2011-0611-USA,2011,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania provinces",2011,8,13,2011,8,14,7,
2011-0349-USA,2011,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,Bastrop district (Texas province),2011,9,4,2011,9,9,4,
2011-0639-USA,2011,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Arizona, Minnesota, Texas, Florida provinces",2011,5,29,2011,6,23,2,
2011-0375-USA,2011,Technological,Technological,Transport accident,P-51 Mustang,United States of America (the),USA,Northern America,Reno (Nevada),2011,9,19,2011,9,19,10,60
2011-9363-USA,2011,Natural,Climatological,Drought,,United States of America (the),USA,Northern America,"Texas, Oklahoma, New Mexico, Arizona, Kansas, Louisiana provinces",2011,1,,2011,11,,,
2012-0410-USA,2012,Natural,Meteorological,Storm,Hurricane Sandy,United States of America (the),USA,Northern America,"New York, New Jersey, Pennsylvania, Connecticut, Ohio, Delaware, Rhode Island, Maryland, Massachusetts, Maine, New Hampshire, North Carolina, Vermont, Virginia, District of Columbia, West Virginia provinces",2012,10,28,2012,10,28,54,
2012-9489-USA,2012,Natural,Climatological,Drought,,United States of America (the),USA,Northern America,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Arizona, California, Colorado, Nevada, New Mexico, Oklahoma, Texas, Utah provinces",2012,6,,2012,12,,,
2012-0313-USA,2012,Natural,Meteorological,Storm,Hurricane Isaac,United States of America (the),USA,Northern America,"Mississippi, Louisiana provinces",2012,8,28,2012,8,29,1,
2012-0156-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Oklahoma, Kansas, Iowa, Nebraska, South Dakota, Minnesota provinces",2012,4,14,2012,4,15,6,30
2012-0486-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Wisconsin, Iowa, Nebraska, Kansas provinces",2012,12,19,2012,12,21,7,
2012-0493-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Texas, Louisiana, Alabama, Mississippi, Arkansas, Indiana, Pennsylvania, Virginia, New York, New Jersey provinces",2012,12,25,2012,12,27,17,
2012-0611-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Oregon, Washington provinces",2012,1,18,2012,1,23,3,1
2012-0503-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Ohio, Virginia, Maryland, West Virginia, District of Columbia, Illinois, Indiana, Kentucky, New Jersey, North Carolina, South Carolina provinces",2012,6,28,2012,7,2,28,
2012-0601-USA,2012,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Missouri, Illinois, Kentucky, Texas, Indiana provinces",2012,4,28,2012,4,29,1,100
2012-0177-USA,2012,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), Alabama, Mississippi, Louisiana provinces",2012,6,9,2012,6,12,2,
2012-0176-USA,2012,Natural,Meteorological,Storm,Tropical storm Debby,United States of America (the),USA,Northern America,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington, Brevard, Citrus, Hardee, Hernando, Hillsborough, Indian River, Lake, Manatee, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Volusia districts",2012,6,22,2012,6,27,9,1
2012-0214-USA,2012,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"District of Columbia, Iowa, Virginia, North Carolina provinces",2012,6,30,2012,7,19,123,
2012-0232-USA,2012,Natural,Climatological,Wildfire,Waldo Canyon Fire,United States of America (the),USA,Northern America,"Colorado Springs city (El Paso district, Colorado province)",2012,6,23,2012,7,10,2,
2012-0542-USA,2012,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Cleveland, Creek, Oklahoma, Payne districts (Oklahoma province)",2012,8,3,2012,8,8,1,
2013-0354-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Lafayette, Lyons, Longmont towns (Boulder district, Colorado province), Larimer, El Paso, Broomfield districts (Colorado province), New Mexico province",2013,9,12,2013,9,19,9,
2013-0142-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, New York, New Jersey, Pennsylvania provinces",2013,5,18,2013,5,22,29,450
2013-0183-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",2013,5,15,2013,5,17,6,100
2013-0439-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Illinois, Indiana, Kentucky, Ohio, Michigan, Wisconsin, Missouri provinces",2013,11,16,2013,11,18,11,185
2013-0054-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",2013,2,8,2013,2,9,15,
2013-0472-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Oklahoma, Texas, California, New Mexico, Arizona provinces",2013,11,24,2013,11,24,14,
2013-0118-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",2013,4,17,2013,4,19,3,
2013-0580-CAN,2013,Natural,Meteorological,Storm,,Canada,CAN,Northern America,Toronto district (Ontario province),2013,7,8,2013,7,9,,
2013-0013-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, New Mexico, Oklahoma, Texas, Wyoming provinces",2013,1,29,2013,1,30,3,18
2013-0184-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",2013,5,26,2013,6,6,27,150
2013-0055-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"South Dakota, North Dakota, Nebraska, Minnesota, Alabama, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",2013,2,9,2013,2,11,1,82
2013-0550-USA,2013,Natural,Meteorological,Storm,Cleon and Dion,United States of America (the),USA,Northern America,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia provinces",2013,12,1,2013,12,9,20,
2013-0528-USA,2013,Natural,Meteorological,Extreme temperature,,United States of America (the),USA,Northern America,"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces",2013,12,19,2013,12,22,19,
2013-0117-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",2013,4,7,2013,4,11,4,
2013-0548-USA,2013,Natural,Meteorological,Storm,,United States of America (the),USA,Northern America,"Louisiana, South Carolina, Mississippi provinces",2013,3,18,2013,3,19,2,
2013-0254-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Cleveland, Lincoln, Catawba districts (North Carolina province), Pennsylvania province",2013,7,27,2013,7,28,2,
2013-0277-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Missouri, Kansas, Tennessee, Arkansas, Oklahoma provinces",2013,8,5,2013,8,12,3,
2013-0286-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"San Antonio town (Bexar district, Texas province)",2013,5,25,2013,5,28,3,
2013-0291-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,"Iowa, Michigan, Minnesota, Wisconsin provinces",2013,4,22,2013,4,29,5,
2013-0510-USA,2013,Natural,Hydrological,Flood,,United States of America (the),USA,Northern America,Austin district (Texas province),2013,10,31,2013,11,10,4,
2013-0209-USA,2013,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,Los Angeles district (California province),2013,5,30,2013,6,8,,8
2013-0210-USA,2013,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Black Forest area (El Paso district, Colorado province)",2013,6,6,2013,6,20,2,
2013-0212-USA,2013,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Yarnell area (Yavapai district, Arizona province)",2013,6,28,2013,7,12,19,
2013-0179-USA,2013,Technological,Technological,Industrial accident,Fetilizer plant,United States of America (the),USA,Northern America,Near Waco (Texas),2013,5,21,2013,5,21,15,200
2013-0315-USA,2013,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,"Yosemite valley (Mariposa district, California province)",2013,8,3,2013,9,1,,3
2013-0404-USA,2013,Natural,Climatological,Wildfire,,United States of America (the),USA,Northern America,Shasta district (California province),2013,9,9,2013,9,15,1,6
2013-0570-GIN,2013,Natural,Biological,Epidemic,Measles,Guinea,GIN,Western Africa,Matoto district (Conakry region),2013,12,,2013,12,,,
2014-0290-BGD,2014,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Lalmonirhat, Kurigram, Nilphamari, Rangpur, Gaibandha districts (Rangpur province), Bogra, Sirajganj districts (Rajshahi province), Sunamganj, Sylhet districts (Sylhet province), Sherpur, Netrakona, Munshiganj, Jamalpur, Tangail, Faridpur, Manikganj, Rajbari districts (Dhaka province), Bhola, Patuakhali, Barguna districts (Barisal province), Feni, Chittagong districts (Chittagong province)",2014,8,11,2014,9,10,59,447
2014-0319-CAN,2014,Natural,Hydrological,Flood,,Canada,CAN,Northern America,"Burlington city (Halton district, Ontario province)",2014,8,4,2014,8,4,,4
2014-0135-BGD,2014,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,"Sunamganj district (Sylhet province), Tangail, Netrakona districts (Dhaka province), Naogaon district (Rajshahi province)",2014,4,27,2014,4,28,16,12
2014-0244-BGD,2014,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,Faridpur district (Dhaka province),2014,6,11,2014,6,11,4,
2014-0041-BGD,2014,Technological,Technological,Transport accident,,Bangladesh,BGD,Southern Asia,"Surma river, Chhatak",2014,2,3,2014,2,3,41,
2014-0154-BGD,2014,Technological,Technological,Transport accident,Ferry MV Miraz,Bangladesh,BGD,Southern Asia,"Kalagasia, Munshiganj",2014,5,3,2014,5,3,70,
2014-0305-BGD,2014,Technological,Technological,Transport accident,Ferry,Bangladesh,BGD,Southern Asia,Near Dakka,2014,8,4,2014,8,4,130,
2014-0009-CAN,2014,Natural,Meteorological,Extreme temperature,,Canada,CAN,Northern America,"Ontario, Manitoba, Saskatchewan provinces",2014,1,1,2014,1,9,,
2014-0031-CAN,2014,Technological,Technological,Miscellaneous accident,Elderly house,Canada,CAN,Northern America,Isle-verte (Quebec),2014,1,23,2014,1,23,32,
2014-0220-GIN,2014,Technological,Technological,Transport accident,,Guinea,GIN,Western Africa,Near Dabola,2014,6,13,2014,6,13,11,10
2014-0395-GIN,2014,Technological,Technological,Transport accident,,Guinea,GIN,Western Africa,Forecariah province,2014,10,10,2014,10,10,38,
2014-0304-GIN,2014,Technological,Technological,Miscellaneous accident,Stampede,Guinea,GIN,Western Africa,Conakry,2014,7,29,2014,7,29,34,60
2015-0118-BGD,2015,Natural,Meteorological,Storm,,Bangladesh,BGD,Southern Asia,"Bogra, Rajshahi, Naogaon, Sirajganj, Pabna districts (Rajshahi province), Brahamanbaria district (Chittagong province), Dhaka districts (Dhaka province)",2015,4,1,2015,4,7,53,200
2015-0253-BGD,2015,Natural,Hydrological,Flood,,Bangladesh,BGD,Southern Asia,"Bandarban, Chittagong, Cox's Bazar districts (Chittagong province)",2015,6,23,2015,6,30,20,20651
