education_key,literacy_rate_percent_m_15_24,literacy_rate_percent_15_24,literacy_rate_percent_f_15_plus,literacy_rate_percent_m_15_plus,literacy_percent_15_plus,primary_completion_rate_percent_f,primary_completion_rate_percent_m,primary_completion_rate_percent,primary_enroll_rate_percent_gross,pimary_enroll_rate_percent_gross_f,pimary_enroll_rate_percent_gross_m,primary_enroll_rate_percent_net,primary_enroll_rate_percent_net_f,primary_enroll_rate_percent_net_m,secondary_enroll_rate_percent_gross,secondary_enroll_rate_percent_gross_f,secondary_enroll_rate_percent_gross_m,secondary_enroll_rate_percent_net,secondary_enroll_rate_percent_net_f,secondary_enroll_rate_percent_net_m,tertiary_enroll_rate_percent_gross,spending_education_percent_gdp
3052,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,47.9248695373535,65.4252471923828,56.753589630127,82.3814315795898,75.191650390625,89.4548034667969,66.88138,61.61344,72.06402,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,9.56892967224121,2.20725011825562
3053,37.5671501159668,31.4064197540283,12.1919498443604,36.7897911071777,25.3077392578125,46.6886215209961,66.9605331420898,56.9179611206055,84.2496795654297,76.0246810913086,92.3432922363281,68.67825,62.33801,74.91722,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,10.9002504348755,2.55118989944458
3054,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,52.1367988586426,65.8525238037109,59.0598602294922,87.285530090332,80.251091003418,94.2083282470703,72.46964,67.14649,77.70831,37.6030311584473,28.9577903747559,46.1272392272949,30.02945,23.11503,36.84707,11.0658798217773,2.28742003440857
3055,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,53.8191909790039,66.2715530395508,60.1013793945313,89.2085266113281,81.5132598876953,96.7914581298828,73.05369,67.47415,78.55179,37.806079864502,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,10.5216703414917,1.83370995521545
3056,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,54.5464782714844,66.9977188110352,60.8259201049805,91.1446914672852,83.3295516967773,98.852180480957,74.10601,68.37204,79.76098,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,11.0482702255249,2.63421010971069
3057,56.9705085754395,46.295051574707,21.9622497558594,43.6400909423828,32.0038414001465,55.9893989562988,68.4238662719727,62.2595405578613,92.7637405395508,84.9847717285156,100.438003540039,76.90338,71.09152,82.63701,39.3339691162109,31.0408306121826,47.4872817993164,32.20633,25.56081,38.73981,11.5593099594116,2.42281007766724
3058,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,51.5083618164063,68.9372024536133,60.297550201416,86.80001513163249,78.96112950642905,94.5184497833252,69.77501272727272,64.04393545454546,75.41697272727274,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,9.36091995239258,2.51713991165161
3059,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,51.2003898620605,67.9847869873047,59.6673698425293,91.5091705322266,82.3612823486328,100.524772644043,76.01588,68.77121,83.15577,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,9.34230995178223,2.54450011253357
3060,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,49.849291287935706,66.0612936753493,58.02617615919848,86.80001513163249,78.96112950642905,94.5184497833252,69.77501272727272,64.04393545454546,75.41697272727274,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,9.18072986602783,2.3203399181366
3061,69.639892578125,53.9405212402344,27.6925601959229,54.4311714172363,39.6176795959473,49.849291287935706,66.0612936753493,58.02617615919848,86.80001513163249,78.96112950642905,94.5184497833252,69.77501272727272,64.04393545454546,75.41697272727274,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,7.92106008529663,2.38432002067566
3062,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,49.849291287935706,66.0612936753493,58.02617615919848,86.80001513163249,78.96112950642905,94.5184497833252,69.77501272727272,64.04393545454546,75.41697272727274,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,7.018630027771,1.84836995601654
3063,54.7258504231771,43.880664189656564,20.615586598714234,44.95368448893226,32.30975341796877,51.9711685180664,66.6225128173828,59.3511085510254,100.785369873047,92.449592590332,109.011131286621,69.77501272727272,64.04393545454546,75.41697272727274,34.996248245239265,25.15544204711914,43.63035202026366,27.753439999999998,20.676450000000003,34.7622475,8.907367404301958,2.19947004318237
3064,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,95.0820388793945,93.4954605102539,94.2734375,107.955436706543,106.241523742676,109.604682922363,88.93075,87.51888,90.28935,60.1542892456055,59.8385314941406,60.4603500366211,53.3964,53.12387,53.66057,17.2262992858887,2.8728199005127
3065,97.027473449707,96.6510391235352,88.786979675293,95.1585388183594,91.9822692871094,93.0359802246094,92.1051635742188,92.5608978271484,106.268379211426,104.600212097168,107.871528625488,91.79173,90.35039,93.17688,62.6410293579102,62.8922805786133,62.3982810974121,57.5779,57.81846,57.34547,17.280179977417,3.142555713653565
3066,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,95.9132385253906,97.3488388061523,96.6458129882813,109.305770874023,107.239166259766,111.289932250977,93.81578,91.99975,95.55935,70.5409164428711,70.7596282958984,70.3291091918945,64.8416,65.05054,64.63926,17.7949295043945,3.04425001144409
3067,99.537483215332,99.4601135253906,89.1013870239258,95.383186340332,92.1922988891602,96.3619766235352,97.0098266601563,96.6925964355469,107.822540283203,106.77921295166,108.821800231934,93.13418,92.23255,93.99772,69.6562271118164,69.3752517700195,69.9284515380859,64.02634,63.80221,64.24349,20.6682090759277,2.90190005302429
3068,99.5500335693359,99.4737396240234,89.677116394043,95.6470108032227,92.5817031860352,99.3723983764648,97.7607116699219,98.5490875244141,108.549240112305,107.299652099609,109.741668701172,93.76106,92.68116,94.79157,74.6276473999023,74.3773574829102,74.8697814941406,64.76545,64.28802,65.22731,22.9891204833984,3.52513003349304
3069,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,98.94862518310545,98.96374588012694,100.589088439941,109.150337219238,110.952178955078,107.438140869141,94.22952,94.47534,93.99594,76.4262466430664,76.671989440918,76.1892013549805,66.64897,66.52676,66.76686,24.0762596130371,2.81227993965149
3070,98.803840637207,98.7779998779297,90.0687026977539,95.5910873413086,92.8119125366211,98.94862518310545,98.96374588012694,99.10609990900215,109.179832458496,111.182281494141,107.284889221191,93.73808,95.58735,91.98809,79.1144790649414,79.3128204345703,78.9238433837891,72.91917,73.10344,72.74204,26.3031997680664,3.18944001197815
3071,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,104.619102478027,101.656127929688,103.098258972168,109.273422241211,109.110191345215,109.427558898926,92.85318,93.29728,92.43378,80.4523315429688,81.5425872802734,79.4092102050781,74.17695,75.29503,73.1072,30.4290008544922,3.40748000144959
3072,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,102.72029876709,99.6562805175781,101.145629882813,106.841590881348,106.654388427734,107.018173217773,90.5756,90.99734,90.17779,82.6376419067383,81.3490600585938,83.8665390014648,75.36034,74.33205,76.34101,31.0637092590332,3.35904002189636
3073,99.6815567016602,99.6802215576172,93.4508972167969,96.7910079956055,95.1162185668945,100.547958374023,106.193222045898,103.451530456543,106.073402404785,104.714019775391,107.355171203613,90.00059,89.41192,90.55565,82.6823806762695,82.3718185424805,82.9778137207031,75.21275,74.88044,75.52886,30.8957595825195,3.28800988197327
3074,99.7017593383789,99.6700668334961,93.3357086181641,97.1065216064453,95.2179336547852,98.94862518310545,98.96374588012694,99.10609990900215,105.960243225098,104.408378601074,107.423789978027,92.55363461538461,91.66399538461539,93.4012176923077,86.1227493286133,86.2891464233398,85.9648208618164,75.77185,76.28108,75.28854,33.2507209777832,3.58360004425049
3075,99.6834487915039,99.6688079833984,93.5869216918945,97.1744384765625,95.3769683837891,98.94862518310545,98.96374588012694,99.10609990900215,105.609878540039,103.908088684082,107.215858459473,92.77266,90.33389,95.07411,84.9521179199219,86.2720794677734,83.7018966674805,68.61907000000001,68.69888666666667,68.54441,35.4373588562012,3.5
3076,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,100.193817138672,101.421546936035,100.82592010498,105.911430358887,104.179466247559,107.547050476074,94.09782,91.77869,96.28794,87.0592193603516,88.151969909668,86.026237487793,68.61907000000001,68.69888666666667,68.54441,36.4444389343262,2.6699800491333
3077,99.7174835205078,99.7070770263672,93.9921798706055,97.3313369750977,95.658561706543,101.639442443848,102.990280151367,102.334838867188,106.410820007324,104.589706420898,108.132888793945,93.4963,90.9674,95.88766,88.9101715087891,90.0409393310547,87.8429183959961,78.73112,79.88474,77.64231,36.3110389709473,3
3078,99.27563900417752,99.20761956108942,91.83913845486113,96.40360429551868,94.1040971544054,98.94862518310545,98.96374588012694,99.10609990900215,107.45088032313758,106.56131907871793,108.29808098929266,92.55363461538461,91.66399538461539,93.4012176923077,77.56981767926898,77.80324717930385,77.34917531694684,68.61907000000001,68.69888666666667,68.54441,27.155016081673754,2.84185004234314
