health_key,death_by_communicable_diseases_maternal_prenatal_and_nutrition_conditions_percent,death_by_non_communicable_diseases_percent,people_using_at_least_basic_drinking_water_services_percent,people_using_safely_managed_drinking_water_services,hospital_beds,community_health_workers,nurses_and_midwives,physicians,specialist_surgical_workforce,incidence_of_malaria,intermittent_preventive_treatment_of_malaria_in_pregnancy,use_of_insecticide_treated_bed_nets,children_with_fever_receiving_antimalarial_drugs,malaria_cases_reported,people_practicing_open_defecation_rural,people_practicing_open_defecation_urban,people_practicing_open_defecation,people_using_safely_managed_sanitation_services,mortality_rate_attributed_to_unsafe_water_unsafe_sanitation_and_lack_of_hygiene,current_health_expenditure,current_health_expenditure_per_capita,domestic_general_government_health_expenditure,domestic_general_government_health_expenditure_per_capita,external_health_expenditure_per_capita
1098,4.889447665673269,12.560915471104613,88.70770269,44.81724663,1.05,0.0,4.6536,1.2441,0.5975,2.17157342571616,0.0,0.0,0.025,36235,12.62017207,4.243200029,8.805298981,46.22159537,0.2625,3.75318241,65.47948456,31.31670952,31.31670952,1.95236897
1099,4.889447665673269,12.560915471104613,89.10442995,44.95739658,1.04,0.0,5.1221,1.2558,0.5975,1.41353330703563,0.0,0.0,0,23655,12.06701678,4.067866366,8.431003104,47.18619939,0.2625,3.8631587,77.18696594,30.13813782,30.13813782,1.47725832
1100,4.889447665673269,12.560915471104613,89.50194018,45.09802969,1.06,0.0,5.647,1.2632,0.5975,1.0931345534099,0.0,0.0,0.025,19955,11.5138615,3.892532704,8.055988404,48.16415377,0.2625,4.16451931,79.30064392,30.64958763,30.64958763,2.32747269
1101,28.2227662613871,64.0094112000817,89.90463834,45.25164069,1.06,0.0,2.4847562499999998,1.2717,0.5975,0.978573131487163,0.0,0.0,0.025,19102,10.96070622,3.717199042,7.677079678,49.15443034,0.2625,4.1310792,91.60559845,31.90242386,31.90242386,1.79249752
1102,4.889447665673269,12.560915471104613,90.32984172,45.47013742,1.07,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.43045799786852,0.0,0.0,0.025,9583,10.40755093,3.54186538,7.282153432,50.24239538,0.2625,4.02518606,98.64657593,26.38143921,26.38143921,0.95750278
1103,4.889447665673269,12.560915471104613,90.75373191,45.68819315,1.05,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.338994057011545,0.0,0.0,0.025,8086,9.854395646,3.366531718,6.888663189,51.35972448,0.2625,4.1770916,112.54360962,26.28685188,26.28685188,1.02682304
1104,4.889447665673269,12.560915471104613,91.17639999,45.90608984,0.99,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.30509241349869,0.0,0.0,0.1,7720,9.301240361,3.191198056,6.49654752,52.48718451,0.2625,4.27408791,122.72746277,26.21487999,26.21487999,1.7428925
1105,4.889447665673269,12.560915471104613,91.59766387,46.12326349,0.99,0.0,2.4847562499999998,0.5062625000000001,9.56,0.249143429197962,0.0,0.0,0.025,6087,8.748085076,3.015864394,6.105932732,53.62477569,0.2625,3.70313644,109.599823,34.11354828,34.11354828,1.48819351
1106,25.7267317242772,67.2160919773446,92.01770102,46.34027725,0.58625,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.472502902680439,0.0,0.0,0.025,10694,8.194929791,2.840530732,5.716699768,54.77230402,0.2625,3.89827442,116.98881531,37.6732254,37.6732254,1.44088197
1107,4.889447665673269,12.560915471104613,92.43642247,46.55684879,0.58625,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.290539861966075,0.0,0.0,0.025,6680,7.641774507,2.665197069,5.328910097,55.92972932,4.2,3.95484376,121.55831909,37.26403046,37.26403046,2.26575089
1108,4.889447665673269,12.560915471104613,92.85503057,46.7773936,0.58625,0.0,5.2744,0.6004,0.5975,0.305919687576511,0.0,0.0,0.3,6668,7.088619222,2.489863407,4.941827996,57.0956432,0.2625,3.960428,123.6938324,37.43834686,37.43834686,2.19395947
1109,4.889447665673269,12.560915471104613,93.27349616,47.00240532,0.58625,0.0,4.9351,0.5062625000000001,0.5975,0.176744881429807,0.0,0.0,0.025,4267,6.535463937,2.314529745,4.555550453,58.26934487,0.2625,3.95381904,128.58248901,38.85680771,38.85680771,0.31150675
1110,24.281664665108,69.7491443602475,93.69155849,47.23155012,0.58625,0.0,5.4439,0.5062625000000001,0.5975,0.8489332517247533,0.0,0.0,0.025,15029.9375,5.982308652,2.139196083,4.170319552,59.45034649,0.2625,4.07676649,142.07876587,40.59773254,40.59773254,0.4148604
1111,4.889447665673269,12.560915471104613,94.10903456,47.46476694,0.58625,0.0,2.4847562499999998,0.5062625000000001,0.5975,0.8489332517247533,0.0,0.0,0.025,15029.9375,5.429153368,1.963862421,3.786328299,60.63807215,0.2625,3.7159831975,93.21439123187501,30.876498221875003,30.876498221875003,1.7146152462499997
1112,9.818643772204332,7.105217820889875,51.5193694,12.12974151,0.9,0.0,0.16433125,0.027312499999999997,0.031875,470.377035745146,5.8125,12.974999999999998,8.2,0,74.7180136,20.61058144,55.68031472,6.445433433,2.6,3.30243444,18.11136246,15.25018501,15.25018501,7.9529829
1113,9.818643772204332,7.105217820889875,52.74809794,12.58560075,0.1,0.0,0.16433125,0.027312499999999997,0.031875,460.06606764915,11,38,48,0,74.38409525,19.98708413,54.99210451,6.625022051,2.6,3.44604039,18.96888161,16.37993431,16.37993431,9.26572037
1114,9.818643772204332,7.105217820889875,53.97189441,13.04933873,0.1,0.0,0.4175,0.049,0.031875,434.494692890297,5.8125,12.974999999999998,8.2,258716,74.0501769,19.36358683,54.29956713,6.806524365,2.6,3.86664653,23.45941162,16.10749245,16.10749245,9.93456745
1115,9.818643772204332,7.105217820889875,55.19116723,13.52138585,0.1,0.0,0.2985,0.0574,0.031875,379.903268179709,5.8125,12.974999999999998,8.2,397283,73.71625854,18.74008952,53.60212784,6.989899173,2.6,3.84063792,28.30801582,15.95815563,15.95815563,10.78219318
1116,9.818643772204332,7.105217820889875,56.404078,14.00105358,0.1,0.0,0.16433125,0.027312499999999997,0.031875,326.878147576966,5.8125,12.974999999999998,8.2,571611,73.38234019,18.11659222,52.90196102,7.174695269,2.6,4.07617235,29.72832108,17.34420013,17.34420013,10.64279556
1117,56.5930370513992,34.3515136449908,57.61240183,14.48944177,0.1,0.0,0.16433125,0.0506,0.031875,308.876781973049,17.5,57.1,33.8,1006702,73.04842183,17.49309491,52.19684108,7.361118863,2.6,4.45492935,32.09547043,25.87260246,25.87260246,5.84817886
1118,9.818643772204332,7.105217820889875,58.82474106,14.99164438,0.7,0.0,0.16433125,0.027312499999999997,0.031875,313.400866806076,5.8125,12.974999999999998,8.2,519450,72.71450348,16.86959761,51.47556786,7.550551024,2.6,4.55412006,36.0716095,23.522995,23.522995,8.39011097
1119,9.818643772204332,7.105217820889875,60.03682811,15.50605814,0.1,0.0,0.16433125,0.027312499999999997,0.031875,349.701578447688,5.8125,12.974999999999998,8.2,909129,72.38058513,16.2461003,50.74298626,7.742055644,2.6,4.80786562,37.0880394,25.14003754,25.14003754,10.18791485
1120,9.818643772204332,7.105217820889875,61.2425157,16.02956299,0.1,0.0,0.16433125,0.027312499999999997,0.031875,385.38670350687,5.8125,12.974999999999998,8.2,965334,72.04666677,15.622603,50.00686498,7.934418179,2.6,4.94373512,41.44555283,20.06999588,20.06999588,16.39874649
1121,9.818643772204332,7.105217820889875,62.44262635,16.56287357,0.1,0.0,0.16433125,0.027312499999999997,0.51,384.682985997332,22.8,42.8,18.3,1524339,71.71274842,14.99910569,49.26605506,8.127651473,2.6,5.07536507,43.89037704,20.37209892,20.37209892,14.90643883
1122,51.9428220831028,38.2114976442517,63.63712635,17.10622174,0.1,0.0,0.3018,0.0493,0.031875,364.313939798136,5.8125,12.974999999999998,8.2,1508015,71.37883006,14.37560839,48.52053907,8.321616697,2.6,4.9564662,38.17872238,19.02897072,19.02897072,15.53202152
1123,9.818643772204332,7.105217820889875,64.82759182,17.66095704,0.1,0.0,0.3169,0.027312499999999997,0.031875,324.860132261831,5.8125,12.974999999999998,8.2,1746234,71.04491171,13.75211108,47.76799118,8.516427013,41.6,5.35245514,42.98860931,18.34189796,18.34189796,18.92601776
1124,9.818643772204332,7.105217820889875,66.01351042,18.22711399,0.1,0.0,0.4201,0.0757,0.031875,278.199737194738,41.7,69.7,31.1,1755577,70.71099336,13.12861378,47.00893459,8.711846393,2.6,6.49387741,53.94796753,16.14229012,16.14229012,15.01598644
1125,9.818643772204332,7.105217820889875,67.1947934,18.80500142,0.1,0.0,0.4102,0.0774,0.031875,267.308607641307,5.8125,12.974999999999998,8.2,1713823,70.377075,12.50511648,46.24330931,8.907705985,2.6,6.08747768,54.8932724,16.74621964,16.74621964,9.50871468
1126,48.5624412207673,41.1204738449955,68.37135321,19.39492906,0.1,0.0,0.4643,0.0776,0.031875,315.52815910426847,5.8125,12.974999999999998,8.2,804763.3125,70.04315665,11.88161917,45.47107186,9.103834173,2.6,5.72606897,51.1550293,15.07707405,15.07707405,9.11537743
1127,9.818643772204332,7.105217820889875,68.58372009,19.56098104,0.1,0.0,0.16433125,0.027312499999999997,0.031875,315.52815910426847,5.8125,12.974999999999998,8.2,804763.3125,70.04315665,11.88161917,45.15001658,9.134181091,2.6,4.436518265625,34.395665169375,17.58463436375,17.58463436375,10.775485455624999
1128,1.040410706394595,16.51825820211822,98.8536874,95.23581292,3.2,0.0,9.9177,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,97.8283804,0.0125,14.60504532,6454.40380859,45.39122772,45.39122772,0
1129,1.040410706394595,16.51825820211822,98.86083682,95.24582727,3.18,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,97.89264968,0.0125,14.71834183,6828.61572266,46.26139069,46.26139069,0
1130,1.040410706394595,16.51825820211822,98.86794461,95.2557833,3.14,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,97.95699817,0.0125,14.93882084,7181.89208984,46.34472275,46.34472275,0
1131,1.040410706394595,16.51825820211822,98.87501291,95.2656829,3.13,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.02142764,0.0125,15.2670145,7401.36914063,47.49931717,47.49931717,0
1132,1.040410706394595,16.51825820211822,98.88203953,95.27552413,3.08,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.08593485,0.0125,16.23350334,7657.55908203,48.51221466,48.51221466,0
1133,5.69330817392815,88.1043193118658,98.97895208,95.46778236,3.05,0.0,12.5927,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.13517396,0.0125,16.25922203,7888.35205078,48.86313248,48.86313248,0
1134,1.040410706394595,16.51825820211822,99.07488707,95.65914859,2.97,0.0,3.2985375,0.162725,64.56,0.0,0.0,0.0,0.0,0.0,0,0,0,98.18494766,0.0125,16.1985054,8080.21484375,48.94212341,48.94212341,0
1135,1.040410706394595,16.51825820211822,99.16968809,95.84939996,2.93,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.2352578,0.0125,16.17543411,8342.58007813,48.84257889,48.84257889,0
1136,1.040410706394595,16.51825820211822,99.26337949,96.03857024,2.89,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.28612717,0.0125,16.06451797,8522.12597656,49.46422958,49.46422958,0
1137,1.040410706394595,16.51825820211822,99.35588121,96.22654489,2.83,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.33755989,0.0125,16.25333214,8939.39648438,50.69041824,50.69041824,0
1138,5.65120332746147,88.042831442106,99.44715776,96.41326821,2.8,0.0,3.2985375,0.162725,54.71,0.0,0.0,0.0,0.0,0.0,0,0,0,98.32452877,0.0125,16.52407265,9392.06640625,51.15266418,51.15266418,0
1139,1.040410706394595,16.51825820211822,99.53713865,96.59863984,2.77,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.31176198,0.2,16.84432411,9775,50.80243301,50.80243301,0
1140,1.040410706394595,16.51825820211822,99.62581578,96.78265168,2.87,0.0,14.5812,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.29928582,0.0125,16.80583572,10103.09179688,50.6502037,50.6502037,0
1141,1.040410706394595,16.51825820211822,99.71312112,96.96518791,2.4274999999999998,0.0,15.685,2.6036,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.28709462,0.0125,16.68710518,10515.32324219,50.77178955,50.77178955,0
1142,5.3020598009239,88.1449804799197,99.79904438,97.14624349,2.4274999999999998,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.27522266,0.0125,16.76706314,10921.01269531,50.84327316,50.84327316,0
1143,1.040410706394595,16.51825820211822,99.88352668,97.32571774,2.4274999999999998,0.0,3.2985375,0.162725,7.454375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,98.26364733,0.0125,15.0213836425,8000.187713623751,45.939482449375,45.939482449375,0.0
